domain_name,domain_accession,query_name,query_accession,sequence_evalue,sequence_score,sequence_bias,best_domain_evalue,best_domain_score,best_domain_bis,domain_number_exp,domain_number_reg,domain_number_clu,domain_number_ov,domain_number_env,domain_number_dom,domain_number_rep,domain_number_inc,genome_id
3300027592.a:Ga0209270_1000188_74,NA,Cyt_bd_oxida_I,PF01654.22,1.5e-180,612.9,25.6,1.7e-180,612.7,25.6,1,1,0,0,1,1,1,1,3300027592_31
3300017449.a:Ga0185342_1000301_12,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-179,609.2,19.2,2.1e-179,609.1,19.2,1,1,0,0,1,1,1,1,3300017449_16
3300027282.a:Ga0209346_1000649_6,NA,Cyt_bd_oxida_I,PF01654.22,2.4e-179,608.9,28,2.7e-179,608.7,28,1,1,0,0,1,1,1,1,3300027282_14
3300018032.a:Ga0187788_10000195_10,NA,Cyt_bd_oxida_I,PF01654.22,3.1e-179,608.5,22.2,3.5e-179,608.4,22.2,1,1,0,0,1,1,1,1,3300018032_7
3300025708.a:Ga0209201_1000018_260,NA,Cyt_bd_oxida_I,PF01654.22,4.3e-179,608.1,25.4,4.9e-179,607.9,25.4,1,1,0,0,1,1,1,1,3300025708_23
3300025730.a:Ga0209606_1000033_6,NA,Cyt_bd_oxida_I,PF01654.22,4.3e-179,608.1,25.4,4.9e-179,607.9,25.4,1,1,0,0,1,1,1,1,3300025730_36
3300025871.a:Ga0209311_1000017_261,NA,Cyt_bd_oxida_I,PF01654.22,4.3e-179,608.1,25.4,4.9e-179,607.9,25.4,1,1,0,0,1,1,1,1,3300025871_17
3300025882.a:Ga0209097_10000125_12,NA,Cyt_bd_oxida_I,PF01654.22,4.3e-179,608.1,25.4,4.9e-179,607.9,25.4,1,1,0,0,1,1,1,1,3300025882_21
3300017406.a:Ga0185307_1000036_82,NA,Cyt_bd_oxida_I,PF01654.22,5.6e-179,607.7,22.6,6.3e-179,607.5,22.6,1,1,0,0,1,1,1,1,3300017406_14
3300013127.a:Ga0172365_10000227_21,NA,Cyt_bd_oxida_I,PF01654.22,5.7e-179,607.7,24.1,6.4e-179,607.5,24.1,1,1,0,0,1,1,1,1,3300013127_26
3300013128.a:Ga0172366_10000199_10,NA,Cyt_bd_oxida_I,PF01654.22,5.7e-179,607.7,24.1,6.4e-179,607.5,24.1,1,1,0,0,1,1,1,1,3300013128_27
3300013130.a:Ga0172363_10000304_22,NA,Cyt_bd_oxida_I,PF01654.22,5.7e-179,607.7,24.1,6.4e-179,607.5,24.1,1,1,0,0,1,1,1,1,3300013130_31
3300013133.a:Ga0172362_10000322_21,NA,Cyt_bd_oxida_I,PF01654.22,5.7e-179,607.7,24.1,6.4e-179,607.5,24.1,1,1,0,0,1,1,1,1,3300013133_29
3300017498.a:Ga0185330_1000282_12,NA,Cyt_bd_oxida_I,PF01654.22,5.7e-179,607.7,24.1,6.4e-179,607.5,24.1,1,1,0,0,1,1,1,1,3300017498_8
3300017526.a:Ga0185329_10000274_21,NA,Cyt_bd_oxida_I,PF01654.22,5.7e-179,607.7,24.1,6.4e-179,607.5,24.1,1,1,0,0,1,1,1,1,3300017526_13
3300029397.a:Ga0243510_100135_13,NA,Cyt_bd_oxida_I,PF01654.22,6.4e-179,607.5,25.3,7.2e-179,607.3,25.3,1,1,0,0,1,1,1,1,3300029397_9
3300013877.a:Ga0181300_100007_20,NA,Cyt_bd_oxida_I,PF01654.22,6.6e-179,607.4,22.8,7.5e-179,607.3,22.8,1,1,0,0,1,1,1,1,3300013877_5
3300027566.a:Ga0209639_1000226_78,NA,Cyt_bd_oxida_I,PF01654.22,6.9e-179,607.4,23.3,7.8e-179,607.2,23.3,1,1,0,0,1,1,1,1,3300027566_7
3300026512.a:Ga0256842_1004407_4,NA,Cyt_bd_oxida_I,PF01654.22,7e-179,607.4,23.9,7.9e-179,607.2,23.9,1,1,0,0,1,1,1,1,3300026512_9
3300026280.a:Ga0209017_10000608_1,NA,Cyt_bd_oxida_I,PF01654.22,9e-179,607,22.2,1e-178,606.8,22.2,1,1,0,0,1,1,1,1,3300026280_26
3300017419.a:Ga0185332_1000010_50,NA,Cyt_bd_oxida_I,PF01654.22,1.3e-178,606.5,22.4,1.4e-178,606.3,22.4,1,1,0,0,1,1,1,1,3300017419_20
3300028398.a:Ga0256833_1000688_6,NA,Cyt_bd_oxida_I,PF01654.22,1.3e-178,606.5,27.1,1.5e-178,606.3,27.1,1,1,0,0,1,1,1,1,3300028398_25
3300026237.a:Ga0209750_1000212_10,NA,Cyt_bd_oxida_I,PF01654.22,1.3e-178,606.5,22.3,1.5e-178,606.3,22.3,1,1,0,0,1,1,1,1,3300026237_11
3300027279.a:Ga0209691_1000177_37,NA,Cyt_bd_oxida_I,PF01654.22,1.3e-178,606.5,22.3,1.5e-178,606.3,22.3,1,1,0,0,1,1,1,1,3300027279_19
3300029327.a:Ga0243509_102141_9,NA,Cyt_bd_oxida_I,PF01654.22,1.6e-178,606.2,25.7,1.8e-178,606,25.7,1,1,0,0,1,1,1,1,3300029327_11
3300026531.a:Ga0256835_1000817_3,NA,Cyt_bd_oxida_I,PF01654.22,1.6e-178,606.2,20.4,1.9e-178,606,20.4,1,1,0,0,1,1,1,1,3300026531_28
3300025534.a:Ga0207747_1000503_17,NA,Cyt_bd_oxida_I,PF01654.22,1.7e-178,606.1,25.4,1.9e-178,605.9,25.4,1,1,0,0,1,1,1,1,3300025534_12
3300026293.a:Ga0209227_1004406_3,NA,Cyt_bd_oxida_I,PF01654.22,1.8e-178,606.1,18.8,2e-178,605.9,18.8,1,1,0,0,1,1,1,1,3300026293_39
3300027515.a:Ga0209162_1000364_47,NA,Cyt_bd_oxida_I,PF01654.22,1.8e-178,606.1,18.8,2e-178,605.9,18.8,1,1,0,0,1,1,1,1,3300027515_54
3300027051.a:Ga0209269_1000089_22,NA,Cyt_bd_oxida_I,PF01654.22,2.2e-178,605.7,26,2.5e-178,605.6,26,1,1,0,0,1,1,1,1,3300027051_6
3300005281.a:Ga0065720_1020174_8,NA,Cyt_bd_oxida_I,PF01654.22,2.5e-178,605.6,24.9,2.8e-178,605.4,24.9,1,1,0,0,1,1,1,1,3300005281_19
3300010341.a:Ga0074045_10002077_13,NA,Cyt_bd_oxida_I,PF01654.22,2.7e-178,605.4,22.2,3e-178,605.3,22.2,1,1,0,0,1,1,1,1,3300010341_20
3300000130.a:SA_S2_NOR15_50mDRAFT_c10004812_3,NA,Cyt_bd_oxida_I,PF01654.22,2.8e-178,605.4,26.6,3.2e-178,605.2,26.6,1,1,0,0,1,1,1,1,3300000130_7
3300029890.a:Ga0246099_100025_166,NA,Cyt_bd_oxida_I,PF01654.22,3.2e-178,605.2,28.4,3.6e-178,605,28.4,1,1,0,0,1,1,1,1,3300029890_11
3300005512.a:Ga0074648_1003867_13,NA,Cyt_bd_oxida_I,PF01654.22,3.7e-178,605,25.1,4.1e-178,604.8,25.1,1,1,0,0,1,1,1,1,3300005512_6
3300028581.a:Ga0247840_10015604_6,NA,Cyt_bd_oxida_I,PF01654.22,4.2e-178,604.8,22,4.8e-178,604.6,22,1,1,0,0,1,1,1,1,3300028581_23
3300018411.a:Ga0194137_10003273_10,NA,Cyt_bd_oxida_I,PF01654.22,4.8e-178,604.6,24.4,5.4e-178,604.4,24.4,1,1,0,0,1,1,1,1,3300018411_12
3300006913.a:Ga0056115_1000425_18,NA,Cyt_bd_oxida_I,PF01654.22,5.6e-178,604.4,20.7,6.4e-178,604.2,20.7,1,1,0,0,1,1,1,1,3300006913_4
2004178001.a:gws2_d1_0015_15_190,NA,Cyt_bd_oxida_I,PF01654.22,6.7e-178,604.1,19.2,7.5e-178,604,19.2,1,1,0,0,1,1,1,1,2004178001_1
3300028601.a:Ga0265295_1000101_126,NA,Cyt_bd_oxida_I,PF01654.22,7.5e-178,604,26,8.5e-178,603.8,26,1,1,0,0,1,1,1,1,3300028601_38
3300028638.a:Ga0302240_1001840_3,NA,Cyt_bd_oxida_I,PF01654.22,7.6e-178,603.9,23.9,8.6e-178,603.8,23.9,1,1,0,0,1,1,1,1,3300028638_21
3300022177.a:Ga0228536_1000111_66,NA,Cyt_bd_oxida_I,PF01654.22,9.3e-178,603.7,21.6,1.1e-177,603.5,21.6,1,1,0,0,1,1,1,1,3300022177_12
3300001095.a:JGI12104J13512_1001098_8,NA,Cyt_bd_oxida_I,PF01654.22,1.1e-177,603.4,23.1,1.3e-177,603.2,23.1,1,1,0,0,1,1,1,1,3300001095_21
3300001096.a:JGI11944J13513_1005413_3,NA,Cyt_bd_oxida_I,PF01654.22,1.1e-177,603.4,23.1,1.3e-177,603.2,23.1,1,1,0,0,1,1,1,1,3300001096_26
3300009784.a:Ga0123357_10000820_8,NA,Cyt_bd_oxida_I,PF01654.22,1.2e-177,603.3,24.4,1.3e-177,603.2,24.4,1,1,0,0,1,1,1,1,3300009784_40
3300021512.a:Ga0190303_1000806_5,NA,Cyt_bd_oxida_I,PF01654.22,1.4e-177,603,29.2,1.6e-177,602.9,29.2,1,1,0,0,1,1,1,1,3300021512_9
3300007354.a:Ga0104761_1000248_35,NA,Cyt_bd_oxida_I,PF01654.22,1.5e-177,602.9,25.5,1.8e-177,602.8,25.5,1,1,0,0,1,1,1,1,3300007354_6
3300025224.a:Ga0209784_100474_2,NA,Cyt_bd_oxida_I,PF01654.22,1.6e-177,602.9,27.3,1.8e-177,602.7,27.3,1,1,0,0,1,1,1,1,3300025224_2
3300000854.a:WSSedB2T2DRAFT_1000255_1,NA,Cyt_bd_oxida_I,PF01654.22,1.6e-177,602.9,29.5,1.9e-177,602.7,29.5,1,1,0,0,1,1,1,1,3300000854_1
3300028624.a:Ga0302246_1002607_11,NA,Cyt_bd_oxida_I,PF01654.22,1.7e-177,602.8,21.4,1.9e-177,602.6,21.4,1,1,0,0,1,1,1,1,3300028624_11
3300010263.a:Ga0134105_1000512_23,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010263_27
3300010265.a:Ga0134098_1000494_23,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010265_30
3300010267.a:Ga0134101_1006550_2,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010267_30
3300010271.a:Ga0134095_1001162_5,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010271_27
3300010273.a:Ga0134096_1000555_23,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010273_35
3300010274.a:Ga0134100_1000630_23,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010274_34
3300010277.a:Ga0134093_1000112_23,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010277_37
3300010287.a:Ga0134094_1000159_23,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010287_45
3300010428.a:Ga0134103_1000140_23,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300010428_46
3300012521.a:Ga0134099_1002486_12,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-177,602.7,24.2,2.1e-177,602.5,24.2,1,1,0,0,1,1,1,1,3300012521_32
3300026968.a:Ga0207831_100067_128,NA,Cyt_bd_oxida_I,PF01654.22,2e-177,602.6,21.2,2.2e-177,602.4,21.2,1,1,0,0,1,1,1,1,3300026968_1
3300000208.a:NICFPass4AFXDRAFT_c008117_1,NA,Cyt_bd_oxida_I,PF01654.22,2.3e-177,602.4,22.8,2.6e-177,602.2,22.8,1,1,0,0,1,1,1,1,3300000208_6
3300027319.a:Ga0207870_100330_16,NA,Cyt_bd_oxida_I,PF01654.22,2.3e-177,602.4,22.8,2.6e-177,602.2,22.8,1,1,0,0,1,1,1,1,3300027319_1
3300017960.a:Ga0180429_10043090_1,NA,Cyt_bd_oxida_I,PF01654.22,3.2e-177,601.9,21,3.6e-177,601.7,21,1,1,0,0,1,1,1,1,3300017960_16
3300018065.a:Ga0180430_10033661_3,NA,Cyt_bd_oxida_I,PF01654.22,3.5e-177,601.8,21,4e-177,601.6,21,1,1,0,0,1,1,1,1,3300018065_20
3300021508.a:Ga0190283_1001123_4,NA,Cyt_bd_oxida_I,PF01654.22,3.7e-177,601.7,28.4,4.2e-177,601.5,28.4,1,1,0,0,1,1,1,1,3300021508_3
3300021511.a:Ga0190284_1002423_6,NA,Cyt_bd_oxida_I,PF01654.22,3.7e-177,601.7,28.4,4.2e-177,601.5,28.4,1,1,0,0,1,1,1,1,3300021511_6
3300000227.a:TB_AS07_7DRAFT_10001650_5,NA,Cyt_bd_oxida_I,PF01654.22,3.9e-177,601.6,22.2,4.4e-177,601.5,22.2,1,1,0,0,1,1,1,1,3300000227_25
3300013829.a:Ga0119854_100928_5,NA,Cyt_bd_oxida_I,PF01654.22,4.2e-177,601.5,21.1,4.7e-177,601.3,21.1,1,1,0,0,1,1,1,1,3300013829_4
3300017444.a:Ga0185300_10000302_91,NA,Cyt_bd_oxida_I,PF01654.22,5.5e-177,601.1,22,6.2e-177,600.9,22,1,1,0,0,1,1,1,1,3300017444_52
3300002963.a:JGI1652J44930_10000208_17,NA,Cyt_bd_oxida_I,PF01654.22,5.8e-177,601,29.1,6.6e-177,600.9,29.1,1,1,0,0,1,1,1,1,3300002963_10
3300014496.a:Ga0182011_10013704_4,NA,Cyt_bd_oxida_I,PF01654.22,6.2e-177,601,23.8,7e-177,600.8,23.8,1,1,0,0,1,1,1,1,3300014496_24
3300026975.a:Ga0207799_100023_252,NA,Cyt_bd_oxida_I,PF01654.22,6.2e-177,600.9,22.1,7e-177,600.8,22.1,1,1,0,0,1,1,1,1,3300026975_2
3300027721.a:Ga0209492_1002305_4,NA,Cyt_bd_oxida_I,PF01654.22,7e-177,600.8,21.7,7.9e-177,600.6,21.7,1,1,0,0,1,1,1,1,3300027721_4
3300027956.a:Ga0209820_1002541_3,NA,Cyt_bd_oxida_I,PF01654.22,7e-177,600.8,21.7,7.9e-177,600.6,21.7,1,1,0,0,1,1,1,1,3300027956_3
3300027972.a:Ga0209079_10000038_27,NA,Cyt_bd_oxida_I,PF01654.22,7e-177,600.8,21.7,7.9e-177,600.6,21.7,1,1,0,0,1,1,1,1,3300027972_3
3300024305.a:Ga0247728_10006_390,NA,Cyt_bd_oxida_I,PF01654.22,8e-177,600.6,20.9,9e-177,600.4,20.9,1,1,0,0,1,1,1,1,3300024305_2
3300009083.a:Ga0105047_10057367_2,NA,Cyt_bd_oxida_I,PF01654.22,9.7e-177,600.3,25.6,1.1e-176,600.1,25.6,1,1,0,0,1,1,1,1,3300009083_113
3300009503.a:Ga0123519_10015574_2,NA,Cyt_bd_oxida_I,PF01654.22,1.1e-176,600.1,25.3,1.3e-176,599.9,25.3,1,1,0,0,1,1,1,1,3300009503_56
3300013125.a:Ga0172369_10043981_2,NA,Cyt_bd_oxida_I,PF01654.22,1.1e-176,600.1,25,1.3e-176,599.9,25,1,1,0,0,1,1,1,1,3300013125_65
3300027897.a:Ga0209254_10001037_5,NA,Cyt_bd_oxida_I,PF01654.22,1.1e-176,600.1,27.2,1.3e-176,599.9,27.2,1,1,0,0,1,1,1,1,3300027897_35
3300026531.a:Ga0256835_1000054_82,NA,Cyt_bd_oxida_I,PF01654.22,1.1e-176,600.1,23.6,1.3e-176,599.9,23.6,1,1,0,0,1,1,1,1,3300026531_12
3300025376.a:Ga0208494_1000048_19,NA,Cyt_bd_oxida_I,PF01654.22,1.2e-176,600.1,24.9,1.3e-176,599.9,24.9,1,1,0,0,1,1,1,1,3300025376_2
3300025436.a:Ga0208103_1000302_18,NA,Cyt_bd_oxida_I,PF01654.22,1.2e-176,600.1,24.9,1.3e-176,599.9,24.9,1,1,0,0,1,1,1,1,3300025436_6
3300025476.a:Ga0208495_1000078_38,NA,Cyt_bd_oxida_I,PF01654.22,1.2e-176,600.1,24.9,1.3e-176,599.9,24.9,1,1,0,0,1,1,1,1,3300025476_7
3300027515.a:Ga0209162_1000554_23,NA,Cyt_bd_oxida_I,PF01654.22,1.2e-176,600,20.3,1.3e-176,599.8,20.3,1,1,0,0,1,1,1,1,3300027515_41
3300003317.a:BLZ4_1001149_6,NA,Cyt_bd_oxida_I,PF01654.22,1.4e-176,599.8,25.9,1.6e-176,599.6,25.9,1,1,0,0,1,1,1,1,3300003317_5
3300013138.a:Ga0172371_10025745_4,NA,Cyt_bd_oxida_I,PF01654.22,1.6e-176,599.6,24.4,1.8e-176,599.4,24.4,1,1,0,0,1,1,1,1,3300013138_99
3300027854.a:Ga0209517_10011371_8,NA,Cyt_bd_oxida_I,PF01654.22,1.9e-176,599.3,26.6,2.2e-176,599.1,26.6,1,1,0,0,1,1,1,1,3300027854_37
3300027680.a:Ga0207826_1000280_7,NA,Cyt_bd_oxida_I,PF01654.22,2.1e-176,599.2,26.6,2.3e-176,599.1,26.6,1,1,0,0,1,1,1,1,3300027680_5
3300027703.a:Ga0207862_1000051_19,NA,Cyt_bd_oxida_I,PF01654.22,2.1e-176,599.2,26.6,2.3e-176,599.1,26.6,1,1,0,0,1,1,1,1,3300027703_5
3300011990.a:Ga0119820_1000350_22,NA,Cyt_bd_oxida_I,PF01654.22,2.1e-176,599.2,26,2.4e-176,599,26,1,1,0,0,1,1,1,1,3300011990_9
3300005062.a:Ga0070768_1073365_14,NA,Cyt_bd_oxida_I,PF01654.22,2.3e-176,599.1,24.7,2.6e-176,598.9,24.7,1,1,0,0,1,1,1,1,3300005062_6
3300005068.a:Ga0070769_1068383_5,NA,Cyt_bd_oxida_I,PF01654.22,2.3e-176,599.1,24.7,2.6e-176,598.9,24.7,1,1,0,0,1,1,1,1,3300005068_9
3300005082.a:Ga0072336_10086469_12,NA,Cyt_bd_oxida_I,PF01654.22,2.3e-176,599.1,24.7,2.6e-176,598.9,24.7,1,1,0,0,1,1,1,1,3300005082_5
3300029199.a:Ga0168647_100598_12,NA,Cyt_bd_oxida_I,PF01654.22,2.3e-176,599.1,24.7,2.6e-176,598.9,24.7,1,1,0,0,1,1,1,1,3300029199_7
3300018719.a:Ga0193596_1000084_5,NA,Cyt_bd_oxida_I,PF01654.22,2.4e-176,599,26.8,2.7e-176,598.9,26.8,1,1,0,0,1,1,1,1,3300018719_5
3300026512.a:Ga0256842_1000242_29,NA,Cyt_bd_oxida_I,PF01654.22,2.4e-176,599,26.7,2.7e-176,598.8,26.7,1,1,0,0,1,1,1,1,3300026512_14
3300027719.a:Ga0209467_1015699_3,NA,Cyt_bd_oxida_I,PF01654.22,2.7e-176,598.9,30.7,3e-176,598.7,30.7,1,1,0,0,1,1,1,1,3300027719_27
3300027796.a:Ga0209373_10006953_6,NA,Cyt_bd_oxida_I,PF01654.22,2.7e-176,598.9,30.7,3e-176,598.7,30.7,1,1,0,0,1,1,1,1,3300027796_26
3300027800.a:Ga0209800_10000258_71,NA,Cyt_bd_oxida_I,PF01654.22,2.7e-176,598.9,30.7,3e-176,598.7,30.7,1,1,0,0,1,1,1,1,3300027800_9
3300013129.a:Ga0172364_10012549_6,NA,Cyt_bd_oxida_I,PF01654.22,2.8e-176,598.8,22.2,3.2e-176,598.6,22.2,1,1,0,0,1,1,1,1,3300013129_22
3300022177.a:Ga0228536_1000044_215,NA,Cyt_bd_oxida_I,PF01654.22,3e-176,598.7,24.2,3.3e-176,598.5,24.2,1,1,0,0,1,1,1,1,3300022177_25
3300022181.a:Ga0228535_1000065_54,NA,Cyt_bd_oxida_I,PF01654.22,3e-176,598.7,24.2,3.3e-176,598.5,24.2,1,1,0,0,1,1,1,1,3300022181_17
3300025529.a:Ga0207865_100039_1,NA,Cyt_bd_oxida_I,PF01654.22,3e-176,598.7,24.3,3.4e-176,598.5,24.3,1,1,0,0,1,1,1,1,3300025529_13
3300025534.a:Ga0207747_1000900_28,NA,Cyt_bd_oxida_I,PF01654.22,3e-176,598.7,24.3,3.4e-176,598.5,24.3,1,1,0,0,1,1,1,1,3300025534_25
3300026531.a:Ga0256835_1000547_17,NA,Cyt_bd_oxida_I,PF01654.22,3.1e-176,598.6,21.9,3.6e-176,598.5,21.9,1,1,0,0,1,1,1,1,3300026531_9
3300018412.a:Ga0194136_1003780_4,NA,Cyt_bd_oxida_I,PF01654.22,3.7e-176,598.4,20.5,4.1e-176,598.2,20.5,1,1,0,0,1,1,1,1,3300018412_14
3300005068.a:Ga0070769_1121035_1,NA,Cyt_bd_oxida_I,PF01654.22,4e-176,598.3,27.1,4.5e-176,598.1,27.1,1,1,0,0,1,1,1,1,3300005068_5
3300025748.a:Ga0208459_1000264_55,NA,Cyt_bd_oxida_I,PF01654.22,4.1e-176,598.2,24.9,4.6e-176,598.1,24.9,1,1,0,0,1,1,1,1,3300025748_11
3300027851.a:Ga0209066_10000105_111,NA,Cyt_bd_oxida_I,PF01654.22,4.2e-176,598.2,21.5,4.8e-176,598,21.5,1,1,0,0,1,1,1,1,3300027851_30
3300025859.a:Ga0209096_1000124_90,NA,Cyt_bd_oxida_I,PF01654.22,4.5e-176,598.1,22.4,5.1e-176,597.9,22.4,1,1,0,0,1,1,1,1,3300025859_11
3300025861.a:Ga0209605_1000111_90,NA,Cyt_bd_oxida_I,PF01654.22,4.5e-176,598.1,22.4,5.1e-176,597.9,22.4,1,1,0,0,1,1,1,1,3300025861_10
3300013136.a:Ga0172370_10032889_2,NA,Cyt_bd_oxida_I,PF01654.22,4.6e-176,598.1,22.1,5.2e-176,597.9,22.1,1,1,0,0,1,1,1,1,3300013136_59
3300029821.a:Ga0246092_1000073_71,NA,Cyt_bd_oxida_I,PF01654.22,5.1e-176,597.9,22.7,5.8e-176,597.8,22.7,1,1,0,0,1,1,1,1,3300029821_15
3300022181.a:Ga0228535_1005109_6,NA,Cyt_bd_oxida_I,PF01654.22,5.6e-176,597.8,25.5,6.3e-176,597.6,25.5,1,1,0,0,1,1,1,1,3300022181_55
3300002242.a:KVWGV2_10328051_8,NA,Cyt_bd_oxida_I,PF01654.22,6e-176,597.7,23.9,6.7e-176,597.5,23.9,1,1,0,0,1,1,1,1,3300002242_13
3300028400.a:Ga0256832_1004610_10,NA,Cyt_bd_oxida_I,PF01654.22,6.1e-176,597.7,20.7,7.2e-176,597.4,20.7,1,1,0,0,1,1,1,1,3300028400_47
3300005998.a:Ga0056120_1000033_20,NA,Cyt_bd_oxida_I,PF01654.22,6.3e-176,597.6,24.3,7.1e-176,597.5,24.3,1,1,0,0,1,1,1,1,3300005998_1
3300002821.a:Iso3TCLC_10000019_5,NA,Cyt_bd_oxida_I,PF01654.22,6.4e-176,597.6,27,7.2e-176,597.4,27,1,1,0,0,1,1,1,1,3300002821_11
3300025530.a:Ga0207866_1000145_1,NA,Cyt_bd_oxida_I,PF01654.22,6.6e-176,597.6,24.6,7.4e-176,597.4,24.6,1,1,0,0,1,1,1,1,3300025530_29
3300029327.a:Ga0243509_100320_18,NA,Cyt_bd_oxida_I,PF01654.22,6.6e-176,597.6,15.8,7.5e-176,597.4,15.8,1,1,0,0,1,1,1,1,3300029327_9
3300025529.a:Ga0207865_103011_5,NA,Cyt_bd_oxida_I,PF01654.22,7.4e-176,597.4,25.3,8.4e-176,597.2,25.3,1,1,0,0,1,1,1,1,3300025529_2
3300025530.a:Ga0207866_1000484_24,NA,Cyt_bd_oxida_I,PF01654.22,7.4e-176,597.4,25.3,8.4e-176,597.2,25.3,1,1,0,0,1,1,1,1,3300025530_2
3300025571.a:Ga0207874_1004041_5,NA,Cyt_bd_oxida_I,PF01654.22,7.4e-176,597.4,25.3,8.4e-176,597.2,25.3,1,1,0,0,1,1,1,1,3300025571_12
3300025572.a:Ga0207864_1005555_5,NA,Cyt_bd_oxida_I,PF01654.22,7.4e-176,597.4,25.3,8.4e-176,597.2,25.3,1,1,0,0,1,1,1,1,3300025572_11
3300025715.a:Ga0209310_1001053_19,NA,Cyt_bd_oxida_I,PF01654.22,7.8e-176,597.3,28.2,8.8e-176,597.2,28.2,1,1,0,0,1,1,1,1,3300025715_28
