domain_name,domain_accession,query_name,query_accession,sequence_evalue,sequence_score,sequence_bias,best_domain_evalue,best_domain_score,best_domain_bis,domain_number_exp,domain_number_reg,domain_number_clu,domain_number_ov,domain_number_env,domain_number_dom,domain_number_rep,domain_number_inc,genome_id
3300026302.a:Ga0209794_1000292_68,NA,Nitrate_red_gam,PF02665.19,2.3e-88,308,11.4,2.6e-88,307.8,11.4,1,1,0,0,1,1,1,1,3300026302_20
3300014702.a:Ga0121493_100855_2,NA,Nitrate_red_gam,PF02665.19,2.4e-88,307.9,12.7,2.8e-88,307.7,12.7,1,1,0,0,1,1,1,1,3300014702_4
3300025461.a:Ga0208851_1005125_3,NA,Nitrate_red_gam,PF02665.19,2.7e-88,307.7,8.2,3.1e-88,307.5,8.2,1,1,0,0,1,1,1,1,3300025461_3
3300015191.a:Ga0167659_1000118_16,NA,Nitrate_red_gam,PF02665.19,2.9e-88,307.6,14.2,3.3e-88,307.5,14.2,1,1,0,0,1,1,1,1,3300015191_5
3300015163.a:Ga0167665_1000342_13,NA,Nitrate_red_gam,PF02665.19,3e-88,307.6,14.2,3.4e-88,307.4,14.2,1,1,0,0,1,1,1,1,3300015163_4
3300012194.a:Ga0121026_100171_1,NA,Nitrate_red_gam,PF02665.19,3.9e-88,307.2,14.5,4.4e-88,307.1,14.5,1,1,0,0,1,1,1,1,3300012194_1
3300012827.a:Ga0160462_100016_162,NA,Nitrate_red_gam,PF02665.19,5.8e-88,306.6,14.5,6.6e-88,306.5,14.5,1,1,0,0,1,1,1,1,3300012827_6
3300012838.a:Ga0160463_100014_162,NA,Nitrate_red_gam,PF02665.19,5.8e-88,306.6,14.5,6.6e-88,306.5,14.5,1,1,0,0,1,1,1,1,3300012838_8
3300012843.a:Ga0160474_100019_162,NA,Nitrate_red_gam,PF02665.19,5.8e-88,306.6,14.5,6.6e-88,306.5,14.5,1,1,0,0,1,1,1,1,3300012843_7
3300012844.a:Ga0160475_100154_41,NA,Nitrate_red_gam,PF02665.19,5.8e-88,306.6,14.5,6.6e-88,306.5,14.5,1,1,0,0,1,1,1,1,3300012844_7
3300012851.a:Ga0160450_100008_162,NA,Nitrate_red_gam,PF02665.19,5.8e-88,306.6,14.5,6.6e-88,306.5,14.5,1,1,0,0,1,1,1,1,3300012851_6
3300012863.a:Ga0160438_1000006_162,NA,Nitrate_red_gam,PF02665.19,5.8e-88,306.6,14.5,6.6e-88,306.5,14.5,1,1,0,0,1,1,1,1,3300012863_4
3300012794.a:Ga0160493_100082_71,NA,Nitrate_red_gam,PF02665.19,7.7e-88,306.3,13.2,8.7e-88,306.1,13.2,1,1,0,0,1,1,1,1,3300012794_2
3300012796.a:Ga0160498_100090_71,NA,Nitrate_red_gam,PF02665.19,7.7e-88,306.3,13.2,8.7e-88,306.1,13.2,1,1,0,0,1,1,1,1,3300012796_3
3300012799.a:Ga0160477_100126_42,NA,Nitrate_red_gam,PF02665.19,7.7e-88,306.3,13.2,8.7e-88,306.1,13.2,1,1,0,0,1,1,1,1,3300012799_4
3300025609.a:Ga0209608_1006687_5,NA,Nitrate_red_gam,PF02665.19,1.1e-87,305.8,15.7,1.2e-87,305.6,15.7,1,1,0,0,1,1,1,1,3300025609_22
3300025740.a:Ga0208940_1001093_1,NA,Nitrate_red_gam,PF02665.19,1.2e-87,305.7,9.7,1.3e-87,305.5,9.7,1,1,0,0,1,1,1,1,3300025740_30
3300011917.a:Ga0121393_100207_3,NA,Nitrate_red_gam,PF02665.19,1.3e-87,305.5,11.8,1.5e-87,305.3,11.8,1,1,0,0,1,1,1,1,3300011917_3
3300025877.a:Ga0208460_10005943_2,NA,Nitrate_red_gam,PF02665.19,1.3e-87,305.5,11.8,1.5e-87,305.3,11.8,1,1,0,0,1,1,1,1,3300025877_13
3300027728.a:Ga0247836_1000143_40,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300027728_27
3300027730.a:Ga0247833_1000211_92,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300027730_26
3300027970.a:Ga0247837_1000296_92,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300027970_31
3300027977.a:Ga0247834_1000280_89,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300027977_32
3300028044.a:Ga0247838_1000183_24,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028044_29
3300028114.a:Ga0247835_1000388_48,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028114_23
3300028553.a:Ga0247839_1002742_24,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028553_28
3300028557.a:Ga0247832_1002231_5,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028557_33
3300028559.a:Ga0247831_1001301_24,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028559_35
3300028569.a:Ga0247843_1000874_28,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028569_40
3300028571.a:Ga0247844_1000711_49,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028571_35
3300028581.a:Ga0247840_10000793_50,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.5,8.4,1.5e-87,305.3,8.4,1,1,0,0,1,1,1,1,3300028581_35
3300015063.a:Ga0167649_100039_18,NA,Nitrate_red_gam,PF02665.19,1.4e-87,305.4,14,1.6e-87,305.2,14,1,1,0,0,1,1,1,1,3300015063_1
3300025866.a:Ga0208822_1002436_2,NA,Nitrate_red_gam,PF02665.19,1.5e-87,305.3,12.6,1.7e-87,305.1,12.6,1,1,0,0,1,1,1,1,3300025866_13
3300025587.a:Ga0208938_1002285_7,NA,Nitrate_red_gam,PF02665.19,1.6e-87,305.2,9.7,1.8e-87,305,9.7,1,1,0,0,1,1,1,1,3300025587_9
3300025618.a:Ga0208693_1001183_13,NA,Nitrate_red_gam,PF02665.19,1.6e-87,305.2,9.7,1.8e-87,305,9.7,1,1,0,0,1,1,1,1,3300025618_14
3300025677.a:Ga0209719_1002614_10,NA,Nitrate_red_gam,PF02665.19,1.6e-87,305.2,9.7,1.8e-87,305,9.7,1,1,0,0,1,1,1,1,3300025677_12
3300025682.a:Ga0209718_1002714_8,NA,Nitrate_red_gam,PF02665.19,1.6e-87,305.2,9.7,1.8e-87,305,9.7,1,1,0,0,1,1,1,1,3300025682_17
3300025720.a:Ga0208197_1015904_3,NA,Nitrate_red_gam,PF02665.19,1.6e-87,305.2,9.7,1.8e-87,305,9.7,1,1,0,0,1,1,1,1,3300025720_28
3300025724.a:Ga0208196_1003379_6,NA,Nitrate_red_gam,PF02665.19,1.6e-87,305.2,9.7,1.8e-87,305,9.7,1,1,0,0,1,1,1,1,3300025724_23
3300025748.a:Ga0208459_1015132_3,NA,Nitrate_red_gam,PF02665.19,1.6e-87,305.2,9.7,1.8e-87,305,9.7,1,1,0,0,1,1,1,1,3300025748_34
3300026289.a:Ga0209369_1000477_25,NA,Nitrate_red_gam,PF02665.19,2.1e-87,304.8,11.5,2.4e-87,304.6,11.5,1,1,0,0,1,1,1,1,3300026289_17
3300027909.a:Ga0209382_10042230_3,NA,Nitrate_red_gam,PF02665.19,2.2e-87,304.8,11.9,2.4e-87,304.6,11.9,1,1,0,0,1,1,1,1,3300027909_28
3300012794.a:Ga0160493_100221_3,NA,Nitrate_red_gam,PF02665.19,2.7e-87,304.5,12.6,3e-87,304.3,12.6,1,1,0,0,1,1,1,1,3300012794_2
3300012796.a:Ga0160498_100204_3,NA,Nitrate_red_gam,PF02665.19,2.7e-87,304.5,12.6,3e-87,304.3,12.6,1,1,0,0,1,1,1,1,3300012796_3
3300012799.a:Ga0160477_100167_3,NA,Nitrate_red_gam,PF02665.19,2.7e-87,304.5,12.6,3e-87,304.3,12.6,1,1,0,0,1,1,1,1,3300012799_4
3300025457.a:Ga0208850_1000767_3,NA,Nitrate_red_gam,PF02665.19,3.1e-87,304.3,13,3.5e-87,304.1,13,1,1,0,0,1,1,1,1,3300025457_2
3300025481.a:Ga0208079_1006994_3,NA,Nitrate_red_gam,PF02665.19,3.1e-87,304.3,13,3.5e-87,304.1,13,1,1,0,0,1,1,1,1,3300025481_17
3300025482.a:Ga0208715_1000804_4,NA,Nitrate_red_gam,PF02665.19,3.1e-87,304.3,13,3.5e-87,304.1,13,1,1,0,0,1,1,1,1,3300025482_1
3300025553.a:Ga0208080_1011075_1,NA,Nitrate_red_gam,PF02665.19,3.1e-87,304.3,13,3.5e-87,304.1,13,1,1,0,0,1,1,1,1,3300025553_13
3300025581.a:Ga0208355_1003862_1,NA,Nitrate_red_gam,PF02665.19,3.1e-87,304.3,13,3.5e-87,304.1,13,1,1,0,0,1,1,1,1,3300025581_5
3300025619.a:Ga0207926_1000941_8,NA,Nitrate_red_gam,PF02665.19,3.1e-87,304.3,13,3.5e-87,304.1,13,1,1,0,0,1,1,1,1,3300025619_8
3300012859.a:Ga0160482_100004_49,NA,Nitrate_red_gam,PF02665.19,3.4e-87,304.1,18.7,3.9e-87,304,18.7,1,1,0,0,1,1,1,1,3300012859_12
3300012862.a:Ga0160483_1005379_3,NA,Nitrate_red_gam,PF02665.19,3.4e-87,304.1,18.7,3.9e-87,304,18.7,1,1,0,0,1,1,1,1,3300012862_17
3300020156.a:Ga0196970_1000256_64,NA,Nitrate_red_gam,PF02665.19,3.5e-87,304.1,12.8,4e-87,303.9,12.8,1,1,0,0,1,1,1,1,3300020156_9
3300009770.a:Ga0123332_1001340_23,NA,Nitrate_red_gam,PF02665.19,4.3e-87,303.8,16.8,4.9e-87,303.6,16.8,1,1,0,0,1,1,1,1,3300009770_44
3300009540.a:Ga0073899_10010343_4,NA,Nitrate_red_gam,PF02665.19,4.4e-87,303.8,13.8,5e-87,303.6,13.8,1,1,0,0,1,1,1,1,3300009540_38
3300017816.a:Ga0182793_1003616_4,NA,Nitrate_red_gam,PF02665.19,4.7e-87,303.7,13.3,6e-87,303.3,13.3,1,1,0,0,1,1,1,1,3300017816_9
3300009770.a:Ga0123332_1007331_4,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300009770_15
3300009773.a:Ga0123333_10005262_4,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300009773_14
3300026194.a:Ga0209509_1011493_2,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026194_9
3300026195.a:Ga0209312_1001110_6,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026195_9
3300026198.a:Ga0209313_1003431_4,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026198_8
3300026250.a:Ga0209612_1000460_4,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026250_7
3300026252.a:Ga0209722_1002678_11,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026252_4
3300026255.a:Ga0209613_1004277_3,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026255_11
3300026290.a:Ga0209510_1008919_4,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026290_16
3300026311.a:Ga0209723_1010733_3,NA,Nitrate_red_gam,PF02665.19,4.8e-87,303.7,12.8,5.4e-87,303.5,12.8,1,1,0,0,1,1,1,1,3300026311_16
3300011872.a:Ga0120912_100002_98,NA,Nitrate_red_gam,PF02665.19,5.3e-87,303.5,13.3,6.1e-87,303.3,13.3,1,1,0,0,1,1,1,1,3300011872_1
3300007855.a:Ga0113870_100080_5,NA,Nitrate_red_gam,PF02665.19,5.9e-87,303.4,14.1,6.6e-87,303.2,14.1,1,1,0,0,1,1,1,1,3300007855_1
3300007311.a:Ga0104929_100008_49,NA,Nitrate_red_gam,PF02665.19,6e-87,303.3,14,6.8e-87,303.2,14,1,1,0,0,1,1,1,1,3300007311_1
3300013563.a:Ga0118098_10005_205,NA,Nitrate_red_gam,PF02665.19,6e-87,303.3,14,6.8e-87,303.2,14,1,1,0,0,1,1,1,1,3300013563_1
3300027870.a:Ga0209023_10005190_14,NA,Nitrate_red_gam,PF02665.19,6.4e-87,303.3,14.4,7.2e-87,303.1,14.4,1,1,0,0,1,1,1,1,3300027870_35
3300025691.a:Ga0208826_1009419_2,NA,Nitrate_red_gam,PF02665.19,7.9e-87,302.9,14.1,9.7e-87,302.7,14.1,1,1,0,0,1,1,1,1,3300025691_5
3300025847.a:Ga0209607_1001310_8,NA,Nitrate_red_gam,PF02665.19,9.3e-87,302.7,12.1,1.1e-86,302.5,12.1,1,1,0,0,1,1,1,1,3300025847_29
3300006215.a:Ga0099397_10015_66,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300006215_2
3300006456.a:Ga0100067_100024_9,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300006456_1
3300006676.a:Ga0100046_100195_5,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300006676_3
3300006677.a:Ga0100059_100133_4,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300006677_1
3300007781.a:Ga0105645_100003_9,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300007781_1
3300007943.a:Ga0114265_10105_9,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300007943_3
3300007949.a:Ga0114314_100009_100,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300007949_2
3300008325.a:Ga0115307_100052_9,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300008325_3
3300012425.a:Ga0118056_10013_16,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300012425_1
3300013570.a:Ga0118086_10003_100,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300013570_1
3300013627.a:Ga0118495_10011_7,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300013627_1
3300014511.a:Ga0169877_10167_9,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300014511_3
3300014895.a:Ga0169831_10031_66,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300014895_3
3300029066.a:Ga0169219_10170_12,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,14.1,1.2e-86,302.4,14.1,1,1,0,0,1,1,1,1,3300029066_4
3300020144.a:Ga0206106_100034_285,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,16.4,1.2e-86,302.4,16.4,1,1,0,0,1,1,1,1,3300020144_12
3300024046.a:Ga0222429_100232_24,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,16.4,1.2e-86,302.4,16.4,1,1,0,0,1,1,1,1,3300024046_11
3300007924.a:Ga0113552_103258_5,NA,Nitrate_red_gam,PF02665.19,1e-86,302.6,9.8,1.2e-86,302.4,9.8,1,1,0,0,1,1,1,1,3300007924_28
3300007517.a:Ga0105045_10009401_7,NA,Nitrate_red_gam,PF02665.19,1e-86,302.5,12.4,1.2e-86,302.4,12.4,1,1,0,0,1,1,1,1,3300007517_57
3300007315.a:Ga0104930_105954_4,NA,Nitrate_red_gam,PF02665.19,1.1e-86,302.5,9.8,1.2e-86,302.3,9.8,1,1,0,0,1,1,1,1,3300007315_11
3300007979.a:Ga0114002_101975_2,NA,Nitrate_red_gam,PF02665.19,1.1e-86,302.5,9.8,1.2e-86,302.3,9.8,1,1,0,0,1,1,1,1,3300007979_19
3300008136.a:Ga0113979_101167_5,NA,Nitrate_red_gam,PF02665.19,1.1e-86,302.5,9.8,1.2e-86,302.3,9.8,1,1,0,0,1,1,1,1,3300008136_26
3300008328.a:Ga0115314_1001846_2,NA,Nitrate_red_gam,PF02665.19,1.1e-86,302.5,9.8,1.2e-86,302.3,9.8,1,1,0,0,1,1,1,1,3300008328_16
3300008732.a:Ga0113984_100312_5,NA,Nitrate_red_gam,PF02665.19,1.1e-86,302.5,9.8,1.2e-86,302.3,9.8,1,1,0,0,1,1,1,1,3300008732_6
3300027028.a:Ga0209295_1000111_7,NA,Nitrate_red_gam,PF02665.19,1.1e-86,302.5,15.8,1.3e-86,302.3,15.8,1,1,0,0,1,1,1,1,3300027028_14
3300012850.a:Ga0160434_100123_3,NA,Nitrate_red_gam,PF02665.19,1.1e-86,302.4,13.7,1.3e-86,302.3,13.7,1,1,0,0,1,1,1,1,3300012850_5
3300012831.a:Ga0160459_101233_4,NA,Nitrate_red_gam,PF02665.19,1.2e-86,302.4,13.5,1.4e-86,302.2,13.5,1,1,0,0,1,1,1,1,3300012831_9
3300006879.a:Ga0079226_10014195_3,NA,Nitrate_red_gam,PF02665.19,1.2e-86,302.3,13.3,1.4e-86,302.1,13.3,1,1,0,0,1,1,1,1,3300006879_23
3300025457.a:Ga0208850_1000184_18,NA,Nitrate_red_gam,PF02665.19,1.3e-86,302.3,12,1.4e-86,302.1,12,1,1,0,0,1,1,1,1,3300025457_4
3300025481.a:Ga0208079_1000391_2,NA,Nitrate_red_gam,PF02665.19,1.3e-86,302.3,12,1.4e-86,302.1,12,1,1,0,0,1,1,1,1,3300025481_11
3300025482.a:Ga0208715_1000155_20,NA,Nitrate_red_gam,PF02665.19,1.3e-86,302.3,12,1.4e-86,302.1,12,1,1,0,0,1,1,1,1,3300025482_3
3300025484.a:Ga0208587_1001577_11,NA,Nitrate_red_gam,PF02665.19,1.3e-86,302.3,12,1.4e-86,302.1,12,1,1,0,0,1,1,1,1,3300025484_7
3300025553.a:Ga0208080_1000362_2,NA,Nitrate_red_gam,PF02665.19,1.3e-86,302.3,12,1.4e-86,302.1,12,1,1,0,0,1,1,1,1,3300025553_8
3300025581.a:Ga0208355_1000279_20,NA,Nitrate_red_gam,PF02665.19,1.3e-86,302.3,12,1.4e-86,302.1,12,1,1,0,0,1,1,1,1,3300025581_8
3300007194.a:Ga0103269_102644_2,NA,Nitrate_red_gam,PF02665.19,1.4e-86,302.2,9.9,1.6e-86,302,9.9,1,1,0,0,1,1,1,1,3300007194_10
3300028977.a:Ga0169635_10124_21,NA,Nitrate_red_gam,PF02665.19,1.4e-86,302.1,9.7,1.6e-86,302,9.7,1,1,0,0,1,1,1,1,3300028977_6
3300011943.a:Ga0120913_10159_9,NA,Nitrate_red_gam,PF02665.19,1.5e-86,302.1,13.9,1.7e-86,301.9,13.9,1,1,0,0,1,1,1,1,3300011943_4
3300007865.a:Ga0111017_10006_104,NA,Nitrate_red_gam,PF02665.19,1.6e-86,302,14.9,1.8e-86,301.8,14.9,1,1,0,0,1,1,1,1,3300007865_1
3300008098.a:Ga0114255_101028_10,NA,Nitrate_red_gam,PF02665.19,1.6e-86,302,10.5,1.8e-86,301.8,10.5,1,1,0,0,1,1,1,1,3300008098_24
3300007272.a:Ga0104871_100071_24,NA,Nitrate_red_gam,PF02665.19,1.7e-86,301.8,8.4,2e-86,301.7,8.4,1,1,0,0,1,1,1,1,3300007272_5
3300007131.a:Ga0102586_10468_9,NA,Nitrate_red_gam,PF02665.19,1.7e-86,301.8,14.7,2e-86,301.7,14.7,1,1,0,0,1,1,1,1,3300007131_3
3300008280.a:Ga0114267_100146_21,NA,Nitrate_red_gam,PF02665.19,1.8e-86,301.8,9.8,2e-86,301.6,9.8,1,1,0,0,1,1,1,1,3300008280_5
3300014135.a:Ga0134360_100127_19,NA,Nitrate_red_gam,PF02665.19,1.8e-86,301.7,9.5,2.1e-86,301.6,9.5,1,1,0,0,1,1,1,1,3300014135_6
